serverid,servername,gamescore,topn,ones,serverProbability,serverFrequency
54,Dustin Brown,30-30,100,1,.68508285,181
54,Dustin Brown,30-40,100,1,.72916669,96
54,Dustin Brown,40-0,100,1,.65384614,182
54,Dustin Brown,40-15,100,1,.7037037,243
54,Dustin Brown,40-30,100,1,.55612242,196
54,Dustin Brown,40-40,100,1,.59235668,157
54,Dustin Brown,40-50,100,1,.5925926,81
54,Dustin Brown,50-40,100,1,.58677685,121
56,Carlos Salamanca,0-0,100,1,.77777779,9
56,Carlos Salamanca,0-15,100,1,1,2
56,Carlos Salamanca,15-0,100,1,.2857143,7
56,Carlos Salamanca,15-15,100,1,.85714287,7
56,Carlos Salamanca,15-30,100,1,1,1
56,Carlos Salamanca,30-0,100,1,.5,2
56,Carlos Salamanca,30-15,100,1,.71428573,7
56,Carlos Salamanca,30-30,100,1,0,3
56,Carlos Salamanca,30-40,100,1,.33333334,3
56,Carlos Salamanca,40-0,100,1,1,1
56,Carlos Salamanca,40-15,100,1,.60000002,5
56,Carlos Salamanca,40-30,100,1,0,2
56,Carlos Salamanca,40-40,100,1,.33333334,3
56,Carlos Salamanca,40-50,100,1,.5,2
56,Carlos Salamanca,50-40,100,1,1,1
60,Marcos Giron,0-0,100,1,.4375,16
60,Marcos Giron,0-15,100,1,.55555558,9
60,Marcos Giron,0-30,100,1,.75,4
60,Marcos Giron,0-40,100,1,1,1
60,Marcos Giron,15-0,100,1,.85714287,7
60,Marcos Giron,15-15,100,1,.83333331,6
60,Marcos Giron,15-30,100,1,.5,4
60,Marcos Giron,15-40,100,1,.66666669,3
60,Marcos Giron,30-0,100,1,.83333331,6
60,Marcos Giron,30-15,100,1,.16666667,6
60,Marcos Giron,30-30,100,1,.5714286,7
60,Marcos Giron,30-40,100,1,.80000001,5
60,Marcos Giron,40-0,100,1,.60000002,5
60,Marcos Giron,40-15,100,1,.33333334,3
60,Marcos Giron,40-30,100,1,.66666669,6
60,Marcos Giron,40-40,100,1,.5,6
60,Marcos Giron,40-50,100,1,1,3
60,Marcos Giron,50-40,100,1,.83333331,6
61,Guilherme Clezar,0-0,100,1,.51351351,37
61,Guilherme Clezar,0-15,100,1,.3888889,18
61,Guilherme Clezar,0-30,100,1,.45454547,11
61,Guilherme Clezar,0-40,100,1,1,6
61,Guilherme Clezar,15-0,100,1,.7368421,19
61,Guilherme Clezar,15-15,100,1,.66666669,12
61,Guilherme Clezar,15-30,100,1,.44444445,9
61,Guilherme Clezar,15-40,100,1,.54545456,11
61,Guilherme Clezar,30-0,100,1,.2857143,14
61,Guilherme Clezar,30-15,100,1,.72222221,18
61,Guilherme Clezar,30-30,100,1,.55555558,9
61,Guilherme Clezar,30-40,100,1,.69999999,10
61,Guilherme Clezar,40-0,100,1,.75,4
61,Guilherme Clezar,40-15,100,1,.5,14
61,Guilherme Clezar,40-30,100,1,.5,12
61,Guilherme Clezar,40-40,100,1,.53846157,13
61,Guilherme Clezar,40-50,100,1,.42857143,7
61,Guilherme Clezar,50-40,100,1,.66666669,9
63,Guillermo Garcia Lopez,0-0,100,1,.63636363,22
63,Guillermo Garcia Lopez,0-15,100,1,.625,8
63,Guillermo Garcia Lopez,0-30,100,1,1,3
63,Guillermo Garcia Lopez,15-0,100,1,.5,14
63,Guillermo Garcia Lopez,15-15,100,1,.5,12
63,Guillermo Garcia Lopez,15-30,100,1,.44444445,9
63,Guillermo Garcia Lopez,15-40,100,1,.40000001,5
63,Guillermo Garcia Lopez,30-0,100,1,.71428573,7
63,Guillermo Garcia Lopez,30-15,100,1,.75,8
63,Guillermo Garcia Lopez,30-30,100,1,1,6
63,Guillermo Garcia Lopez,30-40,100,1,.5,2
63,Guillermo Garcia Lopez,40-0,100,1,1,5
63,Guillermo Garcia Lopez,40-15,100,1,.5,6
63,Guillermo Garcia Lopez,40-30,100,1,.66666669,9
63,Guillermo Garcia Lopez,40-40,100,1,.5,4
63,Guillermo Garcia Lopez,40-50,100,1,1,3
63,Guillermo Garcia Lopez,50-40,100,1,.5,4
64,Facundo Arguello,0-0,100,1,.5316456,79
64,Facundo Arguello,0-15,100,1,.62162161,37
64,Facundo Arguello,0-30,100,1,.2857143,14
64,Facundo Arguello,0-40,100,1,.40000001,10
64,Facundo Arguello,15-0,100,1,.54761904,42
64,Facundo Arguello,15-15,100,1,.54761904,42
64,Facundo Arguello,15-30,100,1,.65217394,23
64,Facundo Arguello,15-40,100,1,.41666666,12
64,Facundo Arguello,30-0,100,1,.73913044,23
64,Facundo Arguello,30-15,100,1,.62068963,29
64,Facundo Arguello,30-30,100,1,.57692307,26
64,Facundo Arguello,30-40,100,1,.5625,16
64,Facundo Arguello,40-0,100,1,.52941179,17
64,Facundo Arguello,40-15,100,1,.53846157,26
64,Facundo Arguello,40-30,100,1,.55555558,27
64,Facundo Arguello,40-40,100,1,.5714286,21
64,Facundo Arguello,40-50,100,1,.36363637,11
64,Facundo Arguello,50-40,100,1,.5714286,14
67,Matt Reid,0-0,100,1,.61538464,13
67,Matt Reid,0-15,100,1,.80000001,5
67,Matt Reid,0-30,100,1,0,1
67,Matt Reid,0-40,100,1,0,1
67,Matt Reid,15-0,100,1,.5,8
67,Matt Reid,15-15,100,1,.375,8
67,Matt Reid,15-30,100,1,.40000001,5
67,Matt Reid,15-40,100,1,1,3
67,Matt Reid,30-0,100,1,.25,4
67,Matt Reid,30-15,100,1,.16666667,6
67,Matt Reid,30-30,100,1,.85714287,7
67,Matt Reid,30-40,100,1,.5,4
67,Matt Reid,40-0,100,1,1,1
67,Matt Reid,40-15,100,1,1,1
67,Matt Reid,40-30,100,1,.83333331,6
67,Matt Reid,40-40,100,1,.33333334,3
67,Matt Reid,40-50,100,1,.5,2
67,Matt Reid,50-40,100,1,.5,2
68,Alexander Zverev,0-0,100,1,.60922331,412
68,Alexander Zverev,0-15,100,1,.58385092,161
68,Alexander Zverev,0-30,100,1,.55223882,67
68,Alexander Zverev,0-40,100,1,.43333334,30
68,Alexander Zverev,15-0,100,1,.5737052,251
68,Alexander Zverev,15-15,100,1,.60696518,201
68,Alexander Zverev,15-30,100,1,.62068963,116
68,Alexander Zverev,15-40,100,1,.57894737,57
68,Alexander Zverev,30-0,100,1,.6111111,144
68,Alexander Zverev,30-15,100,1,.65168542,178
68,Alexander Zverev,30-30,100,1,.64179105,134
68,Alexander Zverev,30-40,100,1,.56790125,81
68,Alexander Zverev,40-0,100,1,.65909094,88
68,Alexander Zverev,40-15,100,1,.61643833,146
68,Alexander Zverev,40-30,100,1,.57042253,142
68,Alexander Zverev,40-40,100,1,.65420562,107
68,Alexander Zverev,40-50,100,1,.60416669,48
68,Alexander Zverev,50-40,100,1,.63218391,87
71,Dimitar Kutrovsky,0-0,100,1,.375,8
71,Dimitar Kutrovsky,0-15,100,1,.2,5
71,Dimitar Kutrovsky,0-30,100,1,.75,4
71,Dimitar Kutrovsky,0-40,100,1,0,1
71,Dimitar Kutrovsky,15-0,100,1,.33333334,3
71,Dimitar Kutrovsky,15-15,100,1,.66666669,3
71,Dimitar Kutrovsky,15-30,100,1,.5,4
71,Dimitar Kutrovsky,15-40,100,1,.5,2
71,Dimitar Kutrovsky,30-0,100,1,0,1
71,Dimitar Kutrovsky,30-15,100,1,.33333334,3
71,Dimitar Kutrovsky,30-30,100,1,.25,4
71,Dimitar Kutrovsky,30-40,100,1,.5,4
71,Dimitar Kutrovsky,40-15,100,1,1,1
71,Dimitar Kutrovsky,40-30,100,1,1,1
71,Dimitar Kutrovsky,40-40,100,1,.5,2
71,Dimitar Kutrovsky,40-50,100,1,1,1
71,Dimitar Kutrovsky,50-40,100,1,1,2
72,Andreas Vinciguerra,0-0,100,1,.45454547,11
72,Andreas Vinciguerra,0-15,100,1,.83333331,6
72,Andreas Vinciguerra,0-30,100,1,1,1
72,Andreas Vinciguerra,15-0,100,1,.80000001,5
72,Andreas Vinciguerra,15-15,100,1,.33333334,6
72,Andreas Vinciguerra,15-30,100,1,.80000001,5
72,Andreas Vinciguerra,15-40,100,1,1,1
72,Andreas Vinciguerra,30-0,100,1,.75,4
72,Andreas Vinciguerra,30-15,100,1,.66666669,3
72,Andreas Vinciguerra,30-30,100,1,1,5
72,Andreas Vinciguerra,30-40,100,1,0,1
72,Andreas Vinciguerra,40-0,100,1,.66666669,3
72,Andreas Vinciguerra,40-15,100,1,.33333334,3
72,Andreas Vinciguerra,40-30,100,1,.42857143,7
72,Andreas Vinciguerra,40-40,100,1,1,4
72,Andreas Vinciguerra,50-40,100,1,1,4
73,Lamine Ouahab,0-0,100,1,.66666669,18
73,Lamine Ouahab,0-15,100,1,.66666669,6
73,Lamine Ouahab,0-30,100,1,0,2
73,Lamine Ouahab,0-40,100,1,1,2
73,Lamine Ouahab,15-0,100,1,.58333331,12
73,Lamine Ouahab,15-15,100,1,.8888889,9
73,Lamine Ouahab,15-30,100,1,0,1
73,Lamine Ouahab,15-40,100,1,.33333334,3
73,Lamine Ouahab,30-0,100,1,.2857143,7
73,Lamine Ouahab,30-15,100,1,.69230771,13
73,Lamine Ouahab,30-30,100,1,1,4
73,Lamine Ouahab,30-40,100,1,1,1
73,Lamine Ouahab,40-0,100,1,1,2
73,Lamine Ouahab,40-15,100,1,.77777779,9
73,Lamine Ouahab,40-30,100,1,.83333331,6
73,Lamine Ouahab,40-40,100,1,1,2
73,Lamine Ouahab,50-40,100,1,.5,2
74,Victor Estrella,0-0,100,1,.58333331,156
74,Victor Estrella,0-15,100,1,.60000002,65
74,Victor Estrella,0-30,100,1,.57692307,26
74,Victor Estrella,0-40,100,1,.63636363,11
74,Victor Estrella,15-0,100,1,.61538464,91
74,Victor Estrella,15-15,100,1,.5945946,74
74,Victor Estrella,15-30,100,1,.62222224,45
74,Victor Estrella,15-40,100,1,.58333331,24
74,Victor Estrella,30-0,100,1,.58928573,56
74,Victor Estrella,30-15,100,1,.47761193,67
74,Victor Estrella,30-30,100,1,.74603176,63
74,Victor Estrella,30-40,100,1,.63333333,30
74,Victor Estrella,40-0,100,1,.57575756,33
74,Victor Estrella,40-15,100,1,.69565219,46
74,Victor Estrella,40-30,100,1,.57377046,61
74,Victor Estrella,40-40,100,1,.53333336,45
74,Victor Estrella,40-50,100,1,.66666669,24
74,Victor Estrella,50-40,100,1,.7647059,34
77,Philip Davydenko,0-0,100,1,.44444445,9
77,Philip Davydenko,0-15,100,1,.40000001,5
77,Philip Davydenko,0-30,100,1,.33333334,3
77,Philip Davydenko,0-40,100,1,1,2
77,Philip Davydenko,15-0,100,1,.25,4
77,Philip Davydenko,15-15,100,1,.40000001,5
77,Philip Davydenko,15-30,100,1,.5,4
77,Philip Davydenko,15-40,100,1,1,4
77,Philip Davydenko,30-0,100,1,0,1
77,Philip Davydenko,30-15,100,1,1,3
77,Philip Davydenko,30-30,100,1,.5,2
77,Philip Davydenko,30-40,100,1,.40000001,5
77,Philip Davydenko,40-15,100,1,.66666669,3
77,Philip Davydenko,40-30,100,1,.5,2
77,Philip Davydenko,40-40,100,1,.66666669,3
77,Philip Davydenko,40-50,100,1,0,2
77,Philip Davydenko,50-40,100,1,.5,2
81,Ryan Sweeting,0-0,100,1,.60365856,164
81,Ryan Sweeting,0-15,100,1,.53846157,65
81,Ryan Sweeting,0-30,100,1,.69999999,30
81,Ryan Sweeting,0-40,100,1,.55555558,9
81,Ryan Sweeting,15-0,100,1,.5959596,99
81,Ryan Sweeting,15-15,100,1,.61333334,75
81,Ryan Sweeting,15-30,100,1,.63999999,50
81,Ryan Sweeting,15-40,100,1,.69565219,23
81,Ryan Sweeting,30-0,100,1,.64406782,59
81,Ryan Sweeting,30-15,100,1,.62686568,67
81,Ryan Sweeting,30-30,100,1,.59649122,57
81,Ryan Sweeting,30-40,100,1,.64102566,39
81,Ryan Sweeting,40-0,100,1,.68421054,38
81,Ryan Sweeting,40-15,100,1,.62962961,54
81,Ryan Sweeting,40-30,100,1,.5,54
81,Ryan Sweeting,40-40,100,1,.57692307,52
81,Ryan Sweeting,40-50,100,1,.5925926,27
81,Ryan Sweeting,50-40,100,1,.69999999,40
82,Daniel Garza,0-0,100,1,.44444445,9
82,Daniel Garza,0-15,100,1,.60000002,5
82,Daniel Garza,0-30,100,1,1,2
82,Daniel Garza,15-0,100,1,.5,4
82,Daniel Garza,15-15,100,1,.40000001,5
82,Daniel Garza,15-30,100,1,.60000002,5
82,Daniel Garza,15-40,100,1,.5,2
82,Daniel Garza,30-0,100,1,.5,2
82,Daniel Garza,30-15,100,1,1,3
82,Daniel Garza,30-30,100,1,.66666669,3
82,Daniel Garza,30-40,100,1,.5,2
82,Daniel Garza,40-0,100,1,0,1
82,Daniel Garza,40-15,100,1,.75,4
82,Daniel Garza,40-30,100,1,.33333334,3
82,Daniel Garza,40-40,100,1,.66666669,3
82,Daniel Garza,40-50,100,1,0,1
82,Daniel Garza,50-40,100,1,1,2
86,Daniel Smethurst,0-0,100,1,.86666667,15
86,Daniel Smethurst,0-15,100,1,1,2
86,Daniel Smethurst,15-0,100,1,.61538464,13
86,Daniel Smethurst,15-15,100,1,.71428573,7
86,Daniel Smethurst,15-30,100,1,.5,2
86,Daniel Smethurst,15-40,100,1,1,1
86,Daniel Smethurst,30-0,100,1,.875,8
86,Daniel Smethurst,30-15,100,1,.5,6
86,Daniel Smethurst,30-30,100,1,.5,4
86,Daniel Smethurst,30-40,100,1,.66666669,3
86,Daniel Smethurst,40-0,100,1,.71428573,7
86,Daniel Smethurst,40-15,100,1,.2,5
86,Daniel Smethurst,40-30,100,1,.5,6
86,Daniel Smethurst,40-40,100,1,.60000002,5
86,Daniel Smethurst,40-50,100,1,.66666669,3
86,Daniel Smethurst,50-40,100,1,.5,4
87,Joao Souza,0-0,100,1,.67202574,311
87,Joao Souza,0-15,100,1,.627451,102
87,Joao Souza,0-30,100,1,.55263156,38
87,Joao Souza,0-40,100,1,.82352942,17
87,Joao Souza,15-0,100,1,.65550238,209
87,Joao Souza,15-15,100,1,.6102941,136
87,Joao Souza,15-30,100,1,.58108109,74
87,Joao Souza,15-40,100,1,.60000002,45
87,Joao Souza,30-0,100,1,.64963502,137
87,Joao Souza,30-15,100,1,.6793893,131
87,Joao Souza,30-30,100,1,.49411765,85
87,Joao Souza,30-40,100,1,.42857143,70
87,Joao Souza,40-0,100,1,.66292137,89
87,Joao Souza,40-15,100,1,.64705884,119
87,Joao Souza,40-30,100,1,.44047618,84
87,Joao Souza,40-40,100,1,.59740257,77
87,Joao Souza,40-50,100,1,.60975611,41
87,Joao Souza,50-40,100,1,.53225809,62
88,Ricardo Mello,0-0,100,1,.58620691,29
88,Ricardo Mello,0-15,100,1,.66666669,12
88,Ricardo Mello,0-30,100,1,.5,4
88,Ricardo Mello,0-40,100,1,1,2
88,Ricardo Mello,15-0,100,1,.70588237,17
88,Ricardo Mello,15-15,100,1,.69230771,13
88,Ricardo Mello,15-30,100,1,.33333334,6
88,Ricardo Mello,15-40,100,1,.33333334,6
88,Ricardo Mello,30-0,100,1,.66666669,12
88,Ricardo Mello,30-15,100,1,.61538464,13
88,Ricardo Mello,30-30,100,1,.42857143,7
88,Ricardo Mello,30-40,100,1,.5,6
88,Ricardo Mello,40-0,100,1,.625,8
88,Ricardo Mello,40-15,100,1,.81818181,11
88,Ricardo Mello,40-30,100,1,.60000002,5
88,Ricardo Mello,40-40,100,1,.80000001,5
88,Ricardo Mello,40-50,100,1,1,1
88,Ricardo Mello,50-40,100,1,.75,4
90,Bastian Knittel,0-0,100,1,.51999998,25
90,Bastian Knittel,0-15,100,1,.58333331,12
90,Bastian Knittel,0-30,100,1,.40000001,5
90,Bastian Knittel,0-40,100,1,1,3
90,Bastian Knittel,15-0,100,1,.76923078,13
90,Bastian Knittel,15-15,100,1,.40000001,10
90,Bastian Knittel,15-30,100,1,.625,8
90,Bastian Knittel,15-40,100,1,0,6
90,Bastian Knittel,30-0,100,1,.5,10
90,Bastian Knittel,30-15,100,1,.55555558,9
90,Bastian Knittel,30-30,100,1,.55555558,9
90,Bastian Knittel,30-40,100,1,1,4
90,Bastian Knittel,40-0,100,1,.60000002,5
90,Bastian Knittel,40-15,100,1,.71428573,7
90,Bastian Knittel,40-30,100,1,.42857143,7
90,Bastian Knittel,40-40,100,1,.375,8
90,Bastian Knittel,40-50,100,1,.60000002,5
90,Bastian Knittel,50-40,100,1,.66666669,6
93,Rui Machado,0-0,100,1,.54807693,104
93,Rui Machado,0-15,100,1,.57446808,47
93,Rui Machado,0-30,100,1,.55000001,20
93,Rui Machado,0-40,100,1,.44444445,9
93,Rui Machado,15-0,100,1,.63157892,57
93,Rui Machado,15-15,100,1,.625,48
93,Rui Machado,15-30,100,1,.65517241,29
93,Rui Machado,15-40,100,1,.5714286,14
93,Rui Machado,30-0,100,1,.69444442,36
93,Rui Machado,30-15,100,1,.53658539,41
93,Rui Machado,30-30,100,1,.63157892,38
93,Rui Machado,30-40,100,1,.72727275,22
93,Rui Machado,40-0,100,1,.51999998,25
93,Rui Machado,40-15,100,1,.67647058,34
93,Rui Machado,40-30,100,1,.45714286,35
93,Rui Machado,40-40,100,1,.51428574,35
93,Rui Machado,40-50,100,1,.52941179,17
93,Rui Machado,50-40,100,1,.80000001,25
95,Kenny De Schepper,0-0,100,1,.58666664,75
95,Kenny De Schepper,0-15,100,1,.45161289,31
95,Kenny De Schepper,0-30,100,1,.47058824,17
95,Kenny De Schepper,0-40,100,1,.33333334,9
95,Kenny De Schepper,15-0,100,1,.72727275,44
95,Kenny De Schepper,15-15,100,1,.69230771,26
95,Kenny De Schepper,15-30,100,1,.625,16
95,Kenny De Schepper,15-40,100,1,.33333334,9
95,Kenny De Schepper,30-0,100,1,.75,32
95,Kenny De Schepper,30-15,100,1,.80769229,26
95,Kenny De Schepper,30-30,100,1,.66666669,15
95,Kenny De Schepper,30-40,100,1,.875,8
95,Kenny De Schepper,40-0,100,1,.75,24
95,Kenny De Schepper,40-15,100,1,.66666669,27
95,Kenny De Schepper,40-30,100,1,.47368422,19
95,Kenny De Schepper,40-40,100,1,.7647059,17
95,Kenny De Schepper,40-50,100,1,.80000001,5
95,Kenny De Schepper,50-40,100,1,.86666667,15
96,Alejandro Falla,0-0,100,1,.59677422,868
96,Alejandro Falla,0-15,100,1,.59428573,350
96,Alejandro Falla,0-30,100,1,.50704223,142
96,Alejandro Falla,0-40,100,1,.52857143,70
96,Alejandro Falla,15-0,100,1,.60617763,518
96,Alejandro Falla,15-15,100,1,.56310678,412
96,Alejandro Falla,15-30,100,1,.59920633,252
96,Alejandro Falla,15-40,100,1,.44927537,138
96,Alejandro Falla,30-0,100,1,.62101912,314
96,Alejandro Falla,30-15,100,1,.62393165,351
96,Alejandro Falla,30-30,100,1,.56890458,283
96,Alejandro Falla,30-40,100,1,.54891306,184
96,Alejandro Falla,40-0,100,1,.63076925,195
96,Alejandro Falla,40-15,100,1,.59793812,291
96,Alejandro Falla,40-30,100,1,.60791367,278
96,Alejandro Falla,40-40,100,1,.57619047,210
96,Alejandro Falla,40-50,100,1,.51376146,109
96,Alejandro Falla,50-40,100,1,.625,160
99,Marco Chiudinelli,0-0,100,1,.63709676,248
99,Marco Chiudinelli,0-15,100,1,.5777778,90
99,Marco Chiudinelli,0-30,100,1,.65789473,38
99,Marco Chiudinelli,0-40,100,1,.53846157,13
99,Marco Chiudinelli,15-0,100,1,.59493673,158
99,Marco Chiudinelli,15-15,100,1,.59482759,116
99,Marco Chiudinelli,15-30,100,1,.52777779,72
99,Marco Chiudinelli,15-40,100,1,.60975611,41
99,Marco Chiudinelli,30-0,100,1,.65957445,94
99,Marco Chiudinelli,30-15,100,1,.57425743,101
99,Marco Chiudinelli,30-30,100,1,.67901236,81
99,Marco Chiudinelli,30-40,100,1,.627451,51
99,Marco Chiudinelli,40-0,100,1,.67741936,62
99,Marco Chiudinelli,40-15,100,1,.57692307,78
99,Marco Chiudinelli,40-30,100,1,.61363637,88
99,Marco Chiudinelli,40-40,100,1,.60606062,66
99,Marco Chiudinelli,40-50,100,1,.60606062,33
99,Marco Chiudinelli,50-40,100,1,.75925928,54
103,Jason Kubler,0-0,100,1,.38461539,13
103,Jason Kubler,0-15,100,1,.625,8
103,Jason Kubler,0-30,100,1,.33333334,3
103,Jason Kubler,0-40,100,1,1,2
103,Jason Kubler,15-0,100,1,.80000001,5
103,Jason Kubler,15-15,100,1,.66666669,6
103,Jason Kubler,15-30,100,1,.33333334,3
103,Jason Kubler,15-40,100,1,.25,4
103,Jason Kubler,30-0,100,1,.25,4
103,Jason Kubler,30-15,100,1,.42857143,7
103,Jason Kubler,30-30,100,1,.80000001,5
103,Jason Kubler,30-40,100,1,1,2
103,Jason Kubler,40-0,100,1,0,1
103,Jason Kubler,40-15,100,1,1,4
103,Jason Kubler,40-30,100,1,.75,4
103,Jason Kubler,40-40,100,1,.66666669,3
103,Jason Kubler,40-50,100,1,0,1
103,Jason Kubler,50-40,100,1,1,2
104,Juan Carlos Ferrero,0-0,100,1,.64233577,274
104,Juan Carlos Ferrero,0-15,100,1,.59183675,98
104,Juan Carlos Ferrero,0-30,100,1,.67500001,40
104,Juan Carlos Ferrero,0-40,100,1,.69230771,13
104,Juan Carlos Ferrero,15-0,100,1,.67045456,176
104,Juan Carlos Ferrero,15-15,100,1,.51724136,116
104,Juan Carlos Ferrero,15-30,100,1,.54216868,83
104,Juan Carlos Ferrero,15-40,100,1,.63829786,47
104,Juan Carlos Ferrero,30-0,100,1,.60169494,118
104,Juan Carlos Ferrero,30-15,100,1,.57009345,107
104,Juan Carlos Ferrero,30-30,100,1,.54945058,91
104,Juan Carlos Ferrero,30-40,100,1,.67605633,71
104,Juan Carlos Ferrero,40-0,100,1,.6056338,71
104,Juan Carlos Ferrero,40-15,100,1,.71910113,89
104,Juan Carlos Ferrero,40-30,100,1,.60000002,75
104,Juan Carlos Ferrero,40-40,100,1,.46153846,78
104,Juan Carlos Ferrero,40-50,100,1,.47826087,46
104,Juan Carlos Ferrero,50-40,100,1,.75471699,53
110,Gianni Mina,0-0,100,1,.5,10
110,Gianni Mina,0-15,100,1,.80000001,5
110,Gianni Mina,0-30,100,1,0,1
110,Gianni Mina,0-40,100,1,1,1
110,Gianni Mina,15-0,100,1,.40000001,5
110,Gianni Mina,15-15,100,1,.85714287,7
110,Gianni Mina,15-30,100,1,0,1
110,Gianni Mina,15-40,100,1,.5,2
110,Gianni Mina,30-0,100,1,1,2
110,Gianni Mina,30-15,100,1,.5,6
110,Gianni Mina,30-30,100,1,1,3
110,Gianni Mina,30-40,100,1,1,1
110,Gianni Mina,40-0,100,1,.5,2
110,Gianni Mina,40-15,100,1,1,4
110,Gianni Mina,40-30,100,1,1,3
110,Gianni Mina,40-40,100,1,1,1
110,Gianni Mina,50-40,100,1,1,1
115,Pedro Sousa,0-0,100,1,.55172414,29
115,Pedro Sousa,0-15,100,1,.46153846,13
115,Pedro Sousa,0-30,100,1,.42857143,7
115,Pedro Sousa,0-40,100,1,.5,4
115,Pedro Sousa,15-0,100,1,.6875,16
115,Pedro Sousa,15-15,100,1,.27272728,11
115,Pedro Sousa,15-30,100,1,.54545456,11
115,Pedro Sousa,15-40,100,1,.2857143,7
115,Pedro Sousa,30-0,100,1,.18181819,11
115,Pedro Sousa,30-15,100,1,.75,12
115,Pedro Sousa,30-30,100,1,.33333334,9
115,Pedro Sousa,30-40,100,1,.5,8
115,Pedro Sousa,40-0,100,1,0,2
115,Pedro Sousa,40-15,100,1,.63636363,11
115,Pedro Sousa,40-30,100,1,.5714286,7
115,Pedro Sousa,40-40,100,1,.14285715,7
115,Pedro Sousa,40-50,100,1,.33333334,6
115,Pedro Sousa,50-40,100,1,1,3
117,Josselin Ouanna,0-0,100,1,.8125,16
117,Josselin Ouanna,0-15,100,1,.66666669,3
117,Josselin Ouanna,0-30,100,1,1,1
117,Josselin Ouanna,15-0,100,1,.69230771,13
117,Josselin Ouanna,15-15,100,1,.5,6
117,Josselin Ouanna,15-30,100,1,1,4
117,Josselin Ouanna,30-0,100,1,.44444445,9
117,Josselin Ouanna,30-15,100,1,.625,8
117,Josselin Ouanna,30-30,100,1,.5714286,7
117,Josselin Ouanna,30-40,100,1,.66666669,3
117,Josselin Ouanna,40-0,100,1,0,4
117,Josselin Ouanna,40-15,100,1,.77777779,9
117,Josselin Ouanna,40-30,100,1,.5,6
117,Josselin Ouanna,40-40,100,1,.40000001,5
117,Josselin Ouanna,40-50,100,1,.66666669,3
117,Josselin Ouanna,50-40,100,1,1,3
120,Tobias Kamke,0-0,100,1,.60658085,699
120,Tobias Kamke,0-15,100,1,.51272726,275
120,Tobias Kamke,0-30,100,1,.56716418,134
120,Tobias Kamke,0-40,100,1,.5,58
120,Tobias Kamke,15-0,100,1,.56132078,424
120,Tobias Kamke,15-15,100,1,.58103973,327
120,Tobias Kamke,15-30,100,1,.59624416,213
120,Tobias Kamke,15-40,100,1,.57391304,115
120,Tobias Kamke,30-0,100,1,.58823532,238
120,Tobias Kamke,30-15,100,1,.56597221,288
120,Tobias Kamke,30-30,100,1,.62301588,252
120,Tobias Kamke,30-40,100,1,.53416151,161
120,Tobias Kamke,40-0,100,1,.60714287,140
120,Tobias Kamke,40-15,100,1,.58715594,218
120,Tobias Kamke,40-30,100,1,.60323888,247
120,Tobias Kamke,40-40,100,1,.55434781,184
120,Tobias Kamke,40-50,100,1,.49541286,109
120,Tobias Kamke,50-40,100,1,.55303031,132
127,Josko Topic,0-0,100,1,.42857143,7
127,Josko Topic,0-15,100,1,.75,4
127,Josko Topic,0-30,100,1,1,1
127,Josko Topic,15-0,100,1,.33333334,3
127,Josko Topic,15-15,100,1,.2,5
127,Josko Topic,15-30,100,1,.60000002,5
127,Josko Topic,15-40,100,1,.5,2
127,Josko Topic,30-0,100,1,0,1
127,Josko Topic,30-15,100,1,.5,2
127,Josko Topic,30-30,100,1,0,4
127,Josko Topic,30-40,100,1,.60000002,5
127,Josko Topic,40-15,100,1,0,1
127,Josko Topic,40-30,100,1,0,1
127,Josko Topic,40-40,100,1,.75,4
127,Josko Topic,40-50,100,1,.25,4
127,Josko Topic,50-40,100,1,0,3
129,Kyle Edmund,0-0,100,1,.59663868,119
129,Kyle Edmund,0-15,100,1,.54166669,48
129,Kyle Edmund,0-30,100,1,.59090906,22
129,Kyle Edmund,0-40,100,1,.77777779,9
129,Kyle Edmund,15-0,100,1,.61971831,71
129,Kyle Edmund,15-15,100,1,.56603771,53
129,Kyle Edmund,15-30,100,1,.55555558,36
129,Kyle Edmund,15-40,100,1,.60869563,23
129,Kyle Edmund,30-0,100,1,.59090906,44
129,Kyle Edmund,30-15,100,1,.45833334,48
129,Kyle Edmund,30-30,100,1,.5,46
129,Kyle Edmund,30-40,100,1,.62162161,37
129,Kyle Edmund,40-0,100,1,.57692307,26
129,Kyle Edmund,40-15,100,1,.54545456,33
129,Kyle Edmund,40-30,100,1,.55263156,38
129,Kyle Edmund,40-40,100,1,.60000002,40
129,Kyle Edmund,40-50,100,1,.7368421,19
129,Kyle Edmund,50-40,100,1,.6111111,36
133,Tim Smyczek,0-0,100,1,.58909851,477
133,Tim Smyczek,0-15,100,1,.53061223,196
133,Tim Smyczek,0-30,100,1,.5869565,92
133,Tim Smyczek,0-40,100,1,.60526317,38
133,Tim Smyczek,15-0,100,1,.63701069,281
133,Tim Smyczek,15-15,100,1,.60194176,206
133,Tim Smyczek,15-30,100,1,.59558821,136
133,Tim Smyczek,15-40,100,1,.65384614,78
133,Tim Smyczek,30-0,100,1,.59776539,179
133,Tim Smyczek,30-15,100,1,.58673471,196
133,Tim Smyczek,30-30,100,1,.63580245,162
133,Tim Smyczek,30-40,100,1,.5181818,110
133,Tim Smyczek,40-0,100,1,.68224299,107
133,Tim Smyczek,40-15,100,1,.61073828,149
133,Tim Smyczek,40-30,100,1,.58385092,161
